0,11.11444574,15.59623845,9.707216156,8.836868053,14.28571424,11.44791244,9.49379746,10.0606909,14.4024276,10.17406957,10.27077492,12.11818056,12.45831662,11.2078164,10.28077892,10.51087099,19.35774304,12.18153921,8.903561369,7.456315829,12.49166327,11.81472582,12.80178731,8.243297283,13.55208744,11.77804449,8.930238712,6.822729062,12.01480587,9.247032093,12.62171529
8.352490451,0,9.441707763,19.49917903,8.180076654,11.99781066,10.89217301,16.66119325,8.691844583,20.00273675,17.92556108,9.244663426,8.245758108,16.02627261,9.329501976,10.36945819,9.165298323,38.51122062,9.285714337,8.25944175,7.307060785,15.41871926,9.852216797,9.726327371,7.137383717,12.12917356,9.964422597,8.24575812,5.09031201,19.91516152,8.128078857,8.98193765
6.511720182,7.122538501,0,7.153410153,6.132439491,7.413614374,10.99031947,7.376127305,6.893205982,6.879975269,8.198637177,7.223974024,6.97920568,7.669408334,7.107102632,8.185406461,5.550287751,6.952744217,7.951663703,6.033209059,4.90639261,8.959403675,7.455511643,6.542591838,8.85796818,8.020022428,7.338640263,9.265915399,4.659419143,8.355200727,31.54865593,6.705770741
9.783814472,10.4666355,8.770675743,0,6.453521382,10.6884907,8.233293148,14.47974963,10.28915134,9.621120661,7.967066908,12.37952038,7.55540224,7.727956273,12.31296384,13.34089293,8.699189037,15.26856813,9.589074956,13.72297688,7.072250891,11.22587334,12.01715689,13.34335799,9.598935144,12.13794472,12.97852943,12.59644548,6.256316758,11.08783009,10.79448821,13.61944448
10.50345942,11.22479019,12.94715143,13.66112169,0,11.2689533,12.46871775,12.84410418,12.29206533,10.64330926,13.00603558,13.89665828,12.13749444,12.29942585,12.96923298,13.63904013,11.15118502,13.35197993,13.7052848,12.59384656,11.20270864,13.56543495,12.88090677,13.94082138,10.7831591,13.31517734,13.75680842,12.15221546,8.869424382,13.80097154,11.37200055,13.98498448
15.79639187,25.66133224,11.56386584,12.67786146,9.69734813,0,11.88919201,14.22233912,9.605336705,19.67073053,14.91899714,11.05451683,10.89021068,13.54539782,19.59514975,12.73043943,13.79514314,25.66133225,14.81384121,11.42913482,9.510039141,28.30008879,11.9910618,14.34721179,9.191285241,15.82925312,15.02415306,10.76205193,7.025730371,19.34869054,9.621767331,15.50064086
16.81445291,16.64706241,19.46404879,17.15375806,12.43666308,18.27120283,0,18.93774888,17.74339489,18.82615518,20.61014602,13.09868507,18.84123541,16.77976842,19.63596341,21.72306679,15.7362167,18.57280739,23.0802872,18.82464718,12.3386416,20.06424183,18.11436849,16.03178919,11.48208473,21.04898064,25.60320914,17.72077459,10.1248643,20.58601766,13.26305954,19.19712879
13.55302329,9.042192763,11.64972792,20.0759675,9.278308154,14.87321627,19.49697152,0,14.59809051,10.26178008,10.52253358,16.69233134,17.80720662,18.04948154,14.69048346,17.79488754,10.24946102,15.93676209,11.41771887,15.28179854,13.36207779,14.25110353,14.09916842,19.6509598,13.84662763,20.04516985,15.09701257,18.69007284,12.31701055,22.52540801,17.41915609,15.93676208
15.77518038,10.41539938,11.19970461,9.246545678,9.233510082,8.516555209,9.229164941,11.31702451,0,10.58486146,9.9569828,9.950465019,8.258016929,8.318849451,11.02155221,11.41913628,10.29156171,11.20839497,12.69879216,9.722343002,10.90640486,12.98991929,12.08612159,10.94116635,7.680107812,12.48153308,11.11497359,8.466585656,6.54384293,11.8753803,8.223255491,11.37568446
18.86476058,18.45951756,19.81778032,18.08781188,16.86928812,19.16659675,19.56066061,19.22528709,18.44833844,0,21.46949491,17.36116927,17.68815846,18.55174529,19.14703326,18.67471554,17.66021069,19.77865339,19.23367141,17.83907654,16.29915314,31.18414793,19.01008908,19.89603411,16.97269496,19.61935097,19.0464212,17.83907652,6.489477612,26.27651539,17.76920705,18.87314489
